"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"de Oliveira E.; Oshiro E.T.; Pinto R.V.; de Castro B.C.; Daniel K.B.; de Oliveira J.M.; da Costa Lima Jr. M.S.; Guimarães E.B.; Silva J.M.; Dorval M.E.C.","de Oliveira, Elisangela (35894990800); Oshiro, Elisa Teruya (6701781524); Pinto, Rebeca Vieira (54794426400); de Castro, Bruna Corrêa (54794037700); Daniel, Karla Borges (54794022100); de Oliveira, Janaina Michelle (36141662400); da Costa Lima Jr., Manoel Sebastião (54973689000); Guimarães, Euripedes Batista (7006381776); Silva, Jesiel Mamedes (54794515200); Dorval, Maria Elizabeth Cavalheiros (57216888327)","35894990800; 6701781524; 54794426400; 54794037700; 54794022100; 36141662400; 54973689000; 7006381776; 54794515200; 57216888327","Presence of amastigotes in the central nervous system of hamsters infected with Leishmania sp; [Presença de amastigotas em sistema nervoso central de hamster infectado com Leishmania sp]","2011","Revista Brasileira de Parasitologia Veterinaria","20","2","","97","102","5","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959873074&partnerID=40&md5=1a71ea2a7b840913bdb51fd0da20fb89","Article","Final","","Scopus","2-s2.0-79959873074"
"Maia de Souza D.; Lafontaine M.; Charron-Doucet F.; Chappert B.; Kicak K.; Duarte F.; Lima L.","Maia de Souza, Danielle (55657124600); Lafontaine, Mia (56450450400); Charron-Doucet, François (56451165000); Chappert, Benoit (41760905800); Kicak, Karine (57191273823); Duarte, Fernanda (58597497100); Lima, Luis (56450172200)","55657124600; 56450450400; 56451165000; 41760905800; 57191273823; 58597497100; 56450172200","Comparative life cycle assessment of ceramic brick, concrete brick and cast-in-place reinforced concrete exterior walls","2016","Journal of Cleaner Production","137","","","70","82","12","86","10.1016/j.jclepro.2016.07.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988632724&doi=10.1016%2fj.jclepro.2016.07.069&partnerID=40&md5=b250baebd43eb24f64f6056343269543","Article","Final","","Scopus","2-s2.0-84988632724"
"de Arruda M.C.C.; Levrini G.","de Arruda, Maria Cecilia Coutinho (36868491600); Levrini, Gabriel (55203980900)","36868491600; 55203980900","Successful Business Leaders’ Focus on Gender and Poverty Alleviation: The Lojas Renner Case of Job and Income Generation for Brazilian Women","2015","Journal of Business Ethics","132","3","","627","638","11","6","10.1007/s10551-014-2356-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952631091&doi=10.1007%2fs10551-014-2356-8&partnerID=40&md5=94193db5ed94bf058563547040a990d8","Article","Final","","Scopus","2-s2.0-84952631091"
"Couto J.P.; Kohlman Rabbani E.R.; Duarte J.; Santos F.J.B.","Couto, J.P. (8633313100); Kohlman Rabbani, E.R. (41461610100); Duarte, J. (14035650500); Santos, F.J.B. (57197600682)","8633313100; 41461610100; 14035650500; 57197600682","Stakeholder's perspectives on accident causes in rehabilitation and maintenance work in Portugal and Brazil","2014","Occupational Safety and Hygiene II - Selected Extended and Revised Contributions from the International Symposium Occupational Safety and Hygiene, SHO 2014","","","","547","552","5","0","10.1201/b16490-97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893712296&doi=10.1201%2fb16490-97&partnerID=40&md5=5c51bebb3ac98ffd13b2a1c97e46d772","Conference paper","Final","","Scopus","2-s2.0-84893712296"
"De Campos C.S.; Audy J.L.N.","De Campos, Cirano Soares (36661757500); Audy, Jorge Luis Nicolas (6701628401)","36661757500; 6701628401","Management of risk in environment of distributed software development: Results of the evaluation of a model for management of risk in distributed software projects","2010","ICEIS 2010 - Proceedings of the 12th International Conference on Enterprise Information Systems","1 DISI","","","391","397","6","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649846436&partnerID=40&md5=ff5fceb3ffe2489a02a86cf365dd725e","Conference paper","Final","","Scopus","2-s2.0-78649846436"
"Passos L.; Cardemil J.M.; Colle S.","Passos, Luigi (57194635698); Cardemil, José M. (36536484300); Colle, Sergio (6604029804)","57194635698; 36536484300; 6604029804","Feasibility study of using domestic solar hot water systems as alternative to reduce the electricity peak demand in Brazil","2014","Energy Procedia","57","","","2487","2495","8","12","10.1016/j.egypro.2014.10.258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922286237&doi=10.1016%2fj.egypro.2014.10.258&partnerID=40&md5=5e4ce0a4a5e7b60fb6ae6c08ce69348d","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84922286237"
"Geiger S.M.; Caldas I.R.; Mc Glone B.E.; Campi-Azevedo A.C.; De Oliveira L.M.; Brooker S.; Diemert D.; Corrêa-Oliveira R.; Bethony J.M.","Geiger, S.M. (7006771025); Caldas, I.R. (7004192641); Mc Glone, B.E. (16549980000); Campi-Azevedo, A.C. (6506833131); De Oliveira, L.M. (35182721900); Brooker, S. (7005926568); Diemert, D. (13105389800); Corrêa-Oliveira, R. (7006468932); Bethony, J.M. (6603883874)","7006771025; 7004192641; 16549980000; 6506833131; 35182721900; 7005926568; 13105389800; 7006468932; 6603883874","Stage-specific immune responses in human Necator americanus infection","2007","Parasite Immunology","29","7","","347","358","11","63","10.1111/j.1365-3024.2007.00950.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250679429&doi=10.1111%2fj.1365-3024.2007.00950.x&partnerID=40&md5=c191144bd06ade0f0e27dfda47a1ab7d","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-34250679429"
"Demoraes F.; Piron M.; Zioni S.; Souchaud S.","Demoraes, Florent (24334747300); Piron, Marie (23051539700); Zioni, Silvana (55695178900); Souchaud, Sylvain (6508177149)","24334747300; 23051539700; 55695178900; 6508177149","Inequalities in access to the resources of the city of São Paulo, analyzed in reference to residents' daily mobility practices. An exploratory methodological approach; [Inégalités d'accès aux ressources de la ville analysées à l'aide des mobilités quotidiennes: Approche méthodologique exploratoire à São Paulo]","2012","Cahiers de Geographie du Quebec","56","158","","463","490","27","5","10.7202/1014555ar","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877670414&doi=10.7202%2f1014555ar&partnerID=40&md5=1523ceb24a67ed7d43126fc5b4252052","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84877670414"
"Guedes G.R.; Queiroz B.L.; Barbieri A.F.; Vanwey L.K.","Guedes, Gilvan Ramalho (34771495900); Queiroz, Bernardo Lanza (35094308100); Barbieri, Alisson Flávio (11940724400); Vanwey, Leah Karin (6507962032)","34771495900; 35094308100; 11940724400; 6507962032","Household life cycle, cycle of the lot and land use change in Brazilian amazonia: Critical literature review; [Ciclo de vida domiciliar, ciclo do lote e mudança no uso da terra na amazônia brasileira: Revisão crítica da literatura]","2011","Revista Brasileira de Estudos de Populacao","28","1","","231","240","9","8","10.1590/S0102-30982011000100013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960793629&doi=10.1590%2fS0102-30982011000100013&partnerID=40&md5=1393b47f55aeb91f55bd6ef5c25805b7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79960793629"
"Gonçalves da Silva C.","Gonçalves da Silva, C. (35386080200)","35386080200","Renewable energies: Choosing the best options","2010","Energy","35","8","","3179","3193","14","41","10.1016/j.energy.2010.03.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957199885&doi=10.1016%2fj.energy.2010.03.061&partnerID=40&md5=8de779b7278806adc38a1de310a16c35","Article","Final","","Scopus","2-s2.0-77957199885"
"Lanés L.E.K.; Gonçalves A.C.; Volcan M.V.","Lanés, Luis Esteban Krause (30467887400); Gonçalves, Ândrio Cardozo (35186322300); Volcan, Matheus Vieira (34881144900)","30467887400; 35186322300; 34881144900","Discovery of endangered annual killifish Austrolebias cheradophilus (Aplocheiloidei: Rivulidae) in Brazil, with comments on habitat, population structure and conservation status","2014","Neotropical Ichthyology","12","1","","117","124","7","15","10.1590/S1679-62252014000100012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899737217&doi=10.1590%2fS1679-62252014000100012&partnerID=40&md5=3d04f78b7f78bb7397647a12ef4c6568","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84899737217"
"McCallum C.; Bustamante V.","McCallum, Cecilia (8856292200); Bustamante, Vania (21742263300)","8856292200; 21742263300","Kinship, gender and individuation in the day-to-day life of the house in a working-class district of Salvador da Bahia; [Parentesco, gênero e individuação no cotidiano da casa em um bairro popular de Salvador da Bahia]","2012","Etnografica","16","2","","221","246","25","20","10.4000/etnografica.1476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868525921&doi=10.4000%2fetnografica.1476&partnerID=40&md5=840b4d2af8299c2ff0d6ea6f2662e3ba","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84868525921"
"Fehr M.; Romaáo D.C.","Fehr, M. (7006448011); Romaáo, D.C. (57193232915)","7006448011; 57193232915","Measurement of fruit and vegetable losses in Brazil a case study","2001","Environment, Development and Sustainability","3","3","381297","253","263","10","40","10.1023/A:1012773330384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035665626&doi=10.1023%2fA%3a1012773330384&partnerID=40&md5=ee1d23a1f890b54cb611a3abd67e9a75","Review","Final","","Scopus","2-s2.0-0035665626"
"Neri M.C.; Amadeo E.J.; Carvalho A.P.; Nascimento M.C.; Daltrino M.F.; Rangel F.D.","Neri, Marcelo Côrtes (56273415200); Amadeo, Edward Joaquim (6602368951); Carvalho, Alexandre Pinto (8429497700); Nascimento, Mabel Cristina (8429497800); Daltrino, Manoel Flávio (8429497900); Rangel, Flávia Dias (8429498000)","56273415200; 6602368951; 8429497700; 8429497800; 8429497900; 8429498000","Los activos, los mercados y la pobreza en Brasil","1999","Trimestre Economico","66","3","","419","458","39","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20644454393&partnerID=40&md5=7bf262207b3ea35d2589267dc3847fb5","Article","Final","","Scopus","2-s2.0-20644454393"
"May P.H.; Anderson A.B.; Balick M.J.; Frazão J.M.F.","May, Peter H. (57217578207); Anderson, Anthony B. (7403370042); Balick, Michael J. (7004083687); Frazão, José Mário F. (6701595659)","57217578207; 7403370042; 7004083687; 6701595659","Subsistence benefits from the babassu palm (Orbignya martiana)","1985","Economic Botany","39","2","","113","129","16","45","10.1007/BF02907831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042677802&doi=10.1007%2fBF02907831&partnerID=40&md5=bdc9e62846973ce508568ecc208e06b9","Article","Final","","Scopus","2-s2.0-3042677802"
"Thomazini M.J.; Berti Filho E.","Thomazini, Marcílio José (29567650800); Berti Filho, Evôneo (6506199338)","29567650800; 6506199338","Life cycle, thermal requirements and parasitism of Muscidifurax uniraptor on house fly pupae; [Ciclo biológico, exigências térmicas e parasitismo de Muscidifurax uniraptor em pupas de mosca doméstica]","2001","Scientia Agricola","58","3","","469","473","4","1","10.1590/S0103-90162001000300005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874799363&doi=10.1590%2fS0103-90162001000300005&partnerID=40&md5=42b7a26dff1a8fd22fb5f5a76aebb8a7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84874799363"
"Khalil H.; Cohen C.; Salem Szklo A.","Khalil, Helioui (14068689900); Cohen, Claude (8695774400); Salem Szklo, Alexandre (6603803125)","14068689900; 8695774400; 6603803125","How to use the clean development mechanism in the residential sector? The case of Brazilian refrigerators","2006","Energy Policy","34","15","","2150","2160","10","3","10.1016/j.enpol.2005.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747336267&doi=10.1016%2fj.enpol.2005.03.002&partnerID=40&md5=a0215a1bcbe648b4aba4c22a51f97f20","Article","Final","","Scopus","2-s2.0-33747336267"
"Walker R.; Perz S.; Caldas M.; Silva L.G.T.","Walker, Robert (7404928488); Perz, Stephen (7004599551); Caldas, Marcellus (7005308033); Silva, Luiz Guilherme Teixeira (22945754900)","7404928488; 7004599551; 7005308033; 22945754900","Land use and land cover change in forest frontiers: The role of household life cycles","2002","International Regional Science Review","25","2","","169","199","30","183","10.1177/016001702762481230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036205902&doi=10.1177%2f016001702762481230&partnerID=40&md5=d4ead74b9a63822e88399ea784b30594","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0036205902"
"Strambi O.; Hubert J.-P.; Bussière Y.; Van De Bilt K.-A.","Strambi, O. (6507517343); Hubert, J.-P. (23982405800); Bussière, Y. (6603382786); Van De Bilt, K.-A. (6506458829)","6507517343; 23982405800; 6603382786; 6506458829","Automobile patterns of diffusion in four urban areas: Comparison of developed and developing countries","2000","Transportation Research Record","","1719","","54","60","6","1","10.3141/1719-07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034432781&doi=10.3141%2f1719-07&partnerID=40&md5=88bddf06d93ff4eab4dd2d1214a2e943","Article","Final","","Scopus","2-s2.0-0034432781"
"Chaves P.; Bouchereau J.-L.","Chaves, Paulo (15844973100); Bouchereau, Jean-Luc (6701552581)","15844973100; 6701552581","Use of mangrove habitat for reproductive activity by the fish assemblage in the Guaratuba Bay, Brazil","2000","Oceanologica Acta","23","3","","273","280","7","35","10.1016/S0399-1784(00)00130-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033920193&doi=10.1016%2fS0399-1784%2800%2900130-4&partnerID=40&md5=30165ad136613072db6937671b1fb0c9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-0033920193"
"De Faria A.V.; Carneiro R.A.; Braga M.M.","De Faria, Adão Vieira (7003781291); Carneiro, Rogério Augusto (7005306574); Braga, Márcio Mendes (7101674052)","7003781291; 7005306574; 7101674052","A new generation of Usiminas structural steels for building construction; [Nova família de aços Usiminas para construção metálica]","2003","58th Congresso Anual da ABM (ASSociacao Brasileira de Metalurgia e Materiais)","","","","277","285","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842526037&partnerID=40&md5=4bb8b9eb2c90dc5856600fbc14c65817","Conference paper","Final","","Scopus","2-s2.0-1842526037"
"Zandersons J.; Gravitis J.; Zhurinsh A.; Kokorevics A.; Kallavus U.; Suzuki C.K.","Zandersons, J. (6507901225); Gravitis, J. (6603302003); Zhurinsh, A. (25931289300); Kokorevics, A. (6507726438); Kallavus, U. (12792967200); Suzuki, C.K. (7102649763)","6507901225; 6603302003; 25931289300; 6507726438; 12792967200; 7102649763","Carbon materials obtained from self-binding sugar cane bagasse and deciduous wood residues plastics","2004","Biomass and Bioenergy","26","4","","345","360","15","33","10.1016/S0961-9534(03)00126-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642568694&doi=10.1016%2fS0961-9534%2803%2900126-0&partnerID=40&md5=9c6a94c41f35225740d2372751814f5e","Article","Final","","Scopus","2-s2.0-1642568694"
"Pastore R.; Vitali L.H.; De Oliveira Macedo V.; Prata A.","Pastore, Ricardo (8953718000); Vitali, Lúcia H. (7005527652); De Oliveira Macedo, Vanize (6602322671); Prata, Aluízio (56245987900)","8953718000; 7005527652; 6602322671; 56245987900","A serological survey of the infection by Echinococcus sp. in the municipality of Sena Madureira, AC; [Inquérito sorológico da infecção pelo Echinococcus sp no municipio de Sena Madureira, AC]","2003","Revista da Sociedade Brasileira de Medicina Tropical","36","4","","473","477","4","14","10.1590/s0037-86822003000400007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041509005&doi=10.1590%2fs0037-86822003000400007&partnerID=40&md5=e502d9840e24d34e82610e61a9fadd8a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-0041509005"
"Camillo E.","Camillo, Evandro (6602729897)","6602729897","A solitary mud-daubing wasp, Brachymenes dyscherus (Hymenoptera: Vespidae) fron Brazil with evidence of a life-cycle polyphenism","1999","Revista de Biologia Tropical","47","4","","949","958","9","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041760431&partnerID=40&md5=7a07b506a071749013fd1ac3ea492010","Article","Final","","Scopus","2-s2.0-0041760431"
"Fehr M.; Calçado M.D.R.; Romão D.C.","Fehr, M. (7006448011); Calçado, M.D.R. (6507609740); Romão, D.C. (6506087405)","7006448011; 6507609740; 6506087405","The basis of a policy for minimizing and recycling food waste","2002","Environmental Science and Policy","5","3","","247","253","6","56","10.1016/S1462-9011(02)00036-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036621957&doi=10.1016%2fS1462-9011%2802%2900036-9&partnerID=40&md5=3872caeb40c70358a8b2302ec3fae413","Article","Final","","Scopus","2-s2.0-0036621957"
